Identifier,Title,Description,Currency,Amount Awarded,Award Date,Recipient Org:Identifier,Recipient Org:Name,Funding Org:Identifier,Funding Org:Name,Grant Programme:Title,Publisher:Prefix,Publisher:Name,Licence,Licence Name,_recipient_id,_recipient_name,_recipient_type,_recipient_income,_recipient_is_grantmaker,_may_be_regranted,Location:ladcd,Location:ladnm,Location:utlacd,Location:utlanm,Location:rgncd,Location:rgnnm,Location:ctrycd,Location:ctrynm,Location:latitude,Location:longitude,Location:source,_last_updated
360G-Coronavirus_Community_Support_Fund-The_National_Lottery_Community_Fund-5907,DCMS Coronavirus Community Support Fund,Organisations supporting people who are at high risk from Covid-19,GBP,16500,08/07/2020,GB-CHC-1106379,Follow Your Dreams Limited,GB-GOR-D5,"Department for Digital, Culture, Media and Sport",VCSE Covid Recovery Fund,360G-DCMS,"Department for Digital, Culture, Media and Sport",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence 3.0 (United Kingdom),GB-CHC-1106379,FOLLOW YOUR DREAMS LIMITED,registered-charity,619538,FALSE,FALSE,W06000016,Rhondda Cynon Taf,W06000016,Rhondda Cynon Taf,,,W92000004,Wales,51.51512685,-3.419094898,recipientOrganizationPostcode,03:24.7
360G-WCVA-25774,Third Sector Resilience Fund for Wales,Third Sector Resilience Fund for Wales,GBP,65000,08/07/2020,360G-WCVA-0010N00004M8mo4QAB,Snowdonia Society,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000002,Gwynedd,W06000002,Gwynedd,,,W92000004,Wales,53.15758479,-4.151818579,recipientOrganizationPostcode,03:24.7
360G-WCVA-25775,Third Sector Resilience Fund for Wales,Third Sector Resilience Fund for Wales,GBP,50000,08/07/2020,360G-WCVA-0010N00004VGUO8QAP,Smart Money Cymru Credit Union Ltd,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000018,Caerphilly,W06000018,Caerphilly,,,W92000004,Wales,51.57262961,-3.221718047,recipientOrganizationPostcode,03:24.7
360G-CAF-11022,Grant to The Beaufort Theatre,Grant to The Beaufort Theatre to support the organisation through COVID19,GBP,3000,10/07/2020,GB-COH-10710423,The Beaufort Theatre,GB-CHC-268369,CAF,CAF Coronavirus Emergency Fund,360G-CAF,CAF,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),GB-COH-10710423,THE BEAUFORT THEATRE LIMITED,registered-company,,FALSE,FALSE,W06000019,Blaenau Gwent,W06000019,Blaenau Gwent,,,W92000004,Wales,51.80389,-3.20229,recipientOrganizationLocation,03:24.7
360G-phf-35741,Covid-19 Emergency Funding,"Wales Millennium Centre is Wales' national home for performing arts, presenting and producing local, national and international productions and participatory arts. This grant provides support to aid the organisation in dealing with the challenges posed by Covid-19.",GBP,20000,10/07/2020,GB-CHC-1060458,Wales Millennium Centre,GB-CHC-1102927,Paul Hamlyn Foundation,Other grants and programmes\COVID19 Emergency Fund - Organisations,360G-phf,Paul Hamlyn Foundation,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),GB-CHC-1060458,WALES MILLENNIUM CENTRE,registered-charity,22426000,FALSE,FALSE,W06000015,Cardiff,W06000015,Cardiff,,,W92000004,Wales,51.46989322,-3.16585283,recipientOrganizationPostcode,03:24.7
360G-WCVA-25779,Third Sector Resilience Fund for Wales,Third Sector Resilience Fund for Wales,GBP,35000,10/07/2020,360G-WCVA-0010N00004M8i8RQAR,Bridgend County Care and Repair,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000013,Bridgend,W06000013,Bridgend,,,W92000004,Wales,51.50538507,-3.532076862,recipientOrganizationPostcode,03:24.7
360G-WCVA-25780,Voluntary Services Emergency Fund,Responding to the COVID-19 crisis; we hope to provide and expand our emergency interventions across rural communities to elderly and vulnerable clients and ensure our service delivery model can evolve to continue to meet the legal and practical requirements in relation to the pandemic.  ,GBP,24083.08,14/07/2020,360G-WCVA-0010N00004JnJUyQAN,South Denbighshire Community Partnership,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000004,Denbighshire,W06000004,Denbighshire,,,W92000004,Wales,52.9814478,-3.379607938,recipientOrganizationPostcode,03:24.7
360G-WCVA-25781,Voluntary Services Emergency Fund,"Call&Connect Service and Interactive digital equipment will enable vulnerable clients to continue accessing advocacy, welfare & training services safely and remotely. Ensuring our clients have a digital voice, are able to communicate their concerns and wishes reducing detrimental effects of loneliness and accessing   essential information, advice and learning. ",GBP,23197.1,14/07/2020,360G-WCVA-0010N00004M8nQyQAJ,Disability Can Do,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000018,Caerphilly,W06000018,Caerphilly,,,W92000004,Wales,51.65066714,-3.203418206,recipientOrganizationPostcode,03:24.7
360G-WCVA-25782,Voluntary Services Emergency Fund,"This daily service will provide an essential, wellbeing visit and hot food delivery, responding to local needs during and after the Covid-19 crisis.  Also providing regular keeping in touch telephone service to ensure that those older or vulnerable people, who are isolated in our local communities, are kept connected. ",GBP,46376.7,14/07/2020,360G-WCVA-0010N00004KBVeUQAX,Age Cymru - Gwynedd a Môn,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000002,Gwynedd,W06000002,Gwynedd,,,W92000004,Wales,53.11576614,-4.26868881,recipientOrganizationPostcode,03:24.7
360G-WCVA-25783,Voluntary Services Emergency Fund,"Funding would cover salary/on-costs for 3 (currently furloughed) experienced Housing officers to join CA's new ‘Wellbeing’ team; helping vulnerable, social housing residents (self-isolating/shielding) by conducting regular wellbeing calls, to: • Combat social isolation • Enhance resilience (facilitating access to relevant support, information, food/prescriptions, etc)  • Provide dedicated money advice service  • Improve health/welfare outcomes  ",GBP,13853.7,14/07/2020,360G-WCVA-0010N00004M8hvoQAB,Clwyd Alyn Housing Association,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000004,Denbighshire,W06000004,Denbighshire,,,W92000004,Wales,53.26978402,-3.505561847,recipientOrganizationPostcode,03:24.7
360G-WCVA-25784,Voluntary Services Emergency Fund,"The Digital Men Shed Ambassador project will establish a volunteers scheme using internet tools and digital techniques to build positive attitudes and provide support to groups of people who are at risk of suffering from the detrimental effects of loneliness and social isolation, likened to smoking 15 cigarettes per day ",GBP,13527.5,14/07/2020,360G-WCVA-0014G00002U4YlnQAF,SHEDNET,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000016,Rhondda Cynon Taf,W06000016,Rhondda Cynon Taf,,,W92000004,Wales,51.61194392,-3.39853126,recipientOrganizationPostcode,03:24.7
360G-WCVA-25786,Voluntary Services Emergency Fund,"We will provide critical resources to young people in care/care leavers, including care-experienced young mothers living isolated from family or friends by providing digital means so they can access advocacy, youth participation work, community support and social networks; helping them maintain well-being/positive mental health during this time of increased isolation. ",GBP,40818.28,14/07/2020,360G-WCVA-0010N00004JnLX7QAN,National Youth Advocacy Service - NYAS (VIO),GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000018,Caerphilly,W06000018,Caerphilly,,,W92000004,Wales,51.57199829,-3.215224659,recipientOrganizationPostcode,03:24.7
360G-WCVA-25788,Voluntary Services Emergency Fund,"YHUB will provide a ‘SafeSpace’ & vital accessible digital interface with support, for vulnerable children, young people & their families in Swansea where they can receive emotional and practical support to stay connected, stay safe, stay active, access respite, prevent isolation & receive  essential YMCA Support & Activity Packs. ",GBP,59316.3,14/07/2020,360G-WCVA-0010N00004M8nFlQAJ,Swansea Young Men's Christian Association (YMCA),GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000011,Swansea,W06000011,Swansea,,,W92000004,Wales,51.619662,-3.951185762,recipientOrganizationPostcode,03:24.7
360G-WCVA-25789,Voluntary Services Emergency Fund,"The VSEF will enable MoL to maintain vital links serving young people in some of the most disadvantaged areas of Cardiff. The funds will allow us to develop ‘virtual sessions’ and outreach youth work, providing social, emotional and educational support for those hardest hit by the Covid-19 pandemic.  ",GBP,26271.98,14/07/2020,360G-WCVA-0014G00002U4Ym2QAF,Ministry of Life CIC,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000015,Cardiff,W06000015,Cardiff,,,W92000004,Wales,51.4883189,-3.151530477,recipientOrganizationPostcode,03:24.7
360G-WCVA-25791,Third Sector Resilience Fund for Wales,Third Sector Resilience Fund for Wales,GBP,24810,14/07/2020,360G-WCVA-0014G00002U4bYmQAJ,Ymddiriedolaeth Penllergare,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000011,Swansea,W06000011,Swansea,,,W92000004,Wales,51.67043162,-3.995468089,recipientOrganizationPostcode,03:24.7
360G-WCVA-25792,Voluntary Services Emergency Fund,"Funding will enable Menter Caerdydd and Menter Bro Morgannwg to work together (MC will be the lead organisation)to employ a part-time Development Officer  and various tutors to coordinate a schedule of activities to help the elderly, over 70 age group who are self-isolating, to improve their well-being.  This will also reach people with mental health issues and vulnerable adults.  Activities will include yoga, pilates, dance sessions, quizzes, sudoku, craft workshops, gardening tips and more.  These will be available via zoom, phone and postal.  The DO will work with partnerships to spread the work on this service eg Merched y Wawr, Chapels, Walking Groups, Age concern as well as offering the service for care home staff to use.  The difference with this service to others is that it will be delivered through the Welsh language.   ",GBP,12860,14/07/2020,360G-WCVA-0010N00004KBqqlQAD,Menter Caerdydd,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Emergency Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000015,Cardiff,W06000015,Cardiff,,,W92000004,Wales,51.47758502,-3.173142396,recipientOrganizationPostcode,03:24.7
360G-WCVA-25793,Third Sector Resilience Fund for Wales,Third Sector Resilience Fund for Wales,GBP,26000,14/07/2020,360G-WCVA-0010N00004Vp4IAQAZ,Brecknock Federation of Young Farmers Clubs (YFCs),GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000023,Powys,W06000023,Powys,,,W92000004,Wales,51.94574117,-3.401622771,recipientOrganizationPostcode,03:24.7
360G-WCVA-25787,Third Sector Resilience Fund for Wales,Third Sector Resilience Fund for Wales,GBP,45000,15/07/2020,360G-WCVA-0010N00004M8pKrQAJ,Follow Your Dreams,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000016,Rhondda Cynon Taf,W06000016,Rhondda Cynon Taf,,,W92000004,Wales,51.56758522,-3.320480461,recipientOrganizationPostcode,03:24.7
360G-ATJF-a004G00000m92BnQAI,Joint Initiative Flexible COVID-19 Grant,A flexible grant as part of wave 1 of the Community Justice Fund. A pooled fund to support the specialist legal welfare advice sector in its response to COVID19,GBP,83881,16/07/2020,GB-CHC-515902,Shelter Cymru,GB-CHC-1126147,Access to Justice Foundation,Community Justice Fund,360G-ATJF,Access to Justice Foundation,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),GB-CHC-515902,WELSH HOUSING AID LIMITED,registered-charity,3895978,FALSE,FALSE,W06000011,Swansea,W06000011,Swansea,,,W92000004,Wales,51.62098149,-3.95417382,recipientOrganizationPostcode,03:24.7
360G-tnlcomfund-0045308848,Covid-19 WCTL Reuse Covid-19 Community Support,Wastesavers Charitable Trust Limited will use £34605 to support vulnerable people and families around digital inclusion in South East and South Wales. The project will PAT test IT and electrical equipment and deliver them to support agencies working with vulnerable families and adults in need during the COVID-19 lockdown. It will also work with Men’s Shed to run an online digital inclusion programme. The project will address digital and social exclusion. Bydd Wastesavers Charitable Trust Limited yn defnyddio £34605 i gefnogi pobl a theuluoedd bregus ynghylch cynhwysiant digidol yn Ne Ddwyrain a De Cymru. Bydd y prosiect yn profi offer TG a thrydan PAT ac yn eu cyflwyno i asiantaethau cymorth sy'n gweithio gyda theuluoedd bregus ac oedolion mewn angen yn ystod y cyfnod clo COVID-19. Bydd hefyd yn gweithio gyda Men’s Shed i redeg rhaglen cynhwysiant digidol ar-lein. Bydd y prosiect yn mynd i'r afael ag allgáu digidol a chymdeithasol.,GBP,34605,16/07/2020,GB-CHC-1116150,Wastesavers Charitable Trust Limited,GB-GOR-PB188,The National Lottery Community Fund,People and Places 3,360G-tnlcomfund,The National Lottery Community Fund,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence 3.0 (United Kingdom),GB-CHC-1116150,WASTESAVERS CHARITABLE TRUST LIMITED,registered-charity,4601826,FALSE,FALSE,W06000022,Newport,W06000022,Newport,,,W92000004,Wales,51.55925,-2.95235,recipientOrganizationLocation,03:24.7
360G-tnlcomfund-0045309424,Covid-19 A BRIDGE TO SAFETY for BAME Women,BAWSO has received £99999 for their Bridge to Safety project which will recruit and train community advocates across Wales to reach out to BAME women experiencing domestic abuse who are further isolated in their community and in their homes because of the COVID-19 lockdown. The project will increase front-line word-of-mouth community-based opportunities for victims to access specialist support. It will raise awareness within the wider community and inform victims and those who have concerns about abuse that BAWSO support services are readily available and easily accessible. Mae BAWSO wedi derbyn £99999 ar gyfer eu prosiect Bridge to Safety a fydd yn recriwtio ac yn hyfforddi eiriolwyr cymunedol ledled Cymru i estyn allan at ferched BAME sy'n profi cam-driniaeth domestig ac sydd wedi'u hynysu ymhellach yn eu cymuned a'u cartrefi oherwydd y cyfnod clo COVID-19. Bydd y prosiect yn cynyddu cyfleoedd rheng flaen ar lafar yn y gymuned i ddioddefwyr gael gafael ar gymorth arbenigol. Bydd yn codi ymwybyddiaeth yn y gymuned ehangach ac yn hysbysu dioddefwyr a'r rhai sydd â phryderon am gam-drin bod gwasanaethau cymorth BAWSO ar gael yn rhwydd ac yn hygyrch.,GBP,99999,16/07/2020,GB-CHC-1084854,BAWSO Ltd,GB-GOR-PB188,The National Lottery Community Fund,People and Places 3,360G-tnlcomfund,The National Lottery Community Fund,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence 3.0 (United Kingdom),GB-CHC-1084854,BAWSO LTD,registered-charity,3220272,FALSE,FALSE,W06000015,Cardiff,W06000015,Cardiff,,,W92000004,Wales,51.46233,-3.15867,recipientOrganizationLocation,03:24.7
